SORTEREN;Wegbeheerder;Name (verplicht) - max 63 karakters;DescriptiveName (optioneel) - max 63 karakters;Alias (optioneel) - max 255 karakters;Latitude;Longitude;TLC/Inters.;RoadRegulatorID;IntersectionID;TlcIdentifier;UniqueID;Volg-Id;(wordt) iVRI;VRA ID;TLC;ITS applicatie;RIS;UC3;UC4;UC5.1;UC5.2;;
3101100381;Almere;OBI049;Busbaan - Kampenweg;;52,3693040;5,2120500;Intersection;31011;381;;;381;;;;;;;;;;;
3101100382;Almere;OBI050;Busbaan - Bottelaarpassage;;52,3698720;5,2156420;Intersection;31011;382;;;382;;;;;;;;;;;
3101100390;Almere;KOBI0051;Busbaan - Wagenmakerbaan;;52,3698042;5,2169983;TLC;31011;;79230186;B5C1F707-F6D1-4E37-9B4B-6E162A09465C;390;;;;;;;;;;;
3101100391;Almere;OBI051;Busbaan - Wagenmakerbaan;;52,3698110;5,2173210;Intersection;31011;391;;;391;;;;;;;;;;;
3101100392;Almere;OBI051A;Busbaan- Krakeling;;52,3700910;5,2194060;Intersection;31011;392;;;392;;;;;;;;;;;
3101100400;Almere;KOBI0062;Busbaan - Clemenceaustraat;;52,3788546;5,2171467;TLC;31011;;79230190;3F2730F7-F16D-4336-81CE-6AE5F4A57883;400;;FR901324;Vialis;;;;;;;;
3101100401;Almere;OBI062;Busbaan - Allendestraat;;52,3783830;5,2168390;Intersection;31011;401;;;401;;;;;;;;;;;
3101100402;Almere;OBI063;Busbaan - Indira Gandhistraat;;52,3799990;5,2176720;Intersection;31011;402;;;402;;;;;;;;;;;
3101100403;Almere;OBI078;Busbaan - P. Liefinckstraat;;52,3794690;5,2145900;Intersection;31011;403;;;403;;;;;;;;;;;
3101100410;Almere;KOBI0067;Busbaan - Bovenwijde;;52,3869623;5,2270081;TLC;31011;;7923019A;582C13AB-7314-41E3-BE7C-4FDCDE1A4839;410;;VT450935;Vialis;;;;;;;;
3101100411;Almere;OBI066;Busbaan - Bijlandspad;;52,3860500;5,2237220;Intersection;31011;411;;;411;;;;;;;;;;;
3101100412;Almere;OBI067;Busbaan - Bovenwijde pad;;52,3868360;5,2263780;Intersection;31011;412;;;412;;;;;;;;;;;
3101100413;Almere;OBI068;Busbaan - Molengatpad;;52,3876090;5,2290010;Intersection;31011;413;;;413;;;;;;;;;;;
3101100420;Almere;KOBI0086;Busbaan - Muziekdreef;;52,3788209;5,1899410;TLC;31011;;792301A4;36675D5C-2508-49CE-9695-28942582D750;420;;FR901370;Vialis;;;;;;;;
3101100421;Almere;OBI085;Busbaan - Koningin Beatrixpark;;52,3796830;5,1903760;Intersection;31011;421;;;421;;;;;;;;;;;
3101100422;Almere;OBI086;Busbaan - Nocturnestraat;;52,3774050;5,1888830;Intersection;31011;422;;;422;;;;;;;;;;;
3101100423;Almere;OBI501;Busbaan - Kruidenweg;;52,3793100;5,1880270;Intersection;31011;423;;;423;;;;;;;;;;;
3101100424;Almere;OBI087;Busbaan - Fuga Plantsoen;;52,3763440;5,1858320;Intersection;31011;424;;;424;;;;;;;;;;;
3101100430;Almere;KOBI0105;Busbaan - Muziekwijk;;52,3674663;5,1985944;TLC;31011;;792301AE;67F6021E-334A-48F5-8CDE-C130481C7CB4;430;;VT450434;Vialis;;;;;;;;
3101100431;Almere;OBI104;Busbaan - J.S. Bachweg;;52,3687050;5,1969160;Intersection;31011;431;;;431;;;;;;;;;;;
3101100432;Almere;OBI105;Busbaan - Haydnplantsoen;;52,3671910;5,1991270;Intersection;31011;432;;;432;;;;;;;;;;;
3101100433;Almere;OBI106;Busbaan - Corellistraat;;52,3666290;5,2018640;Intersection;31011;433;;;433;;;;;;;;;;;
3101100440;Almere;KOBI0110;Busbaan - Chopinpad;;52,3654968;5,1877368;TLC;31011;;792301B8;01395074-972F-4064-9AF5-8FD68047A26F;440;;FR900449;Vialis;;;;;;;;
3101100441;Almere;OBI100;Busbaan - Chopinpad;;52,3659120;5,1874430;Intersection;31011;441;;;441;;;;;;;;;;;
3101100442;Almere;OBI110;Busbaan - Chopinpad;;52,3656540;5,1874430;Intersection;31011;442;;;442;;;;;;;;;;;
3101100443;Almere;OBI111;Busbaan - Hindemithpad;;52,3637430;5,1893790;Intersection;31011;443;;;443;;;;;;;;;;;
3101100444;Almere;OBI094;Busbaan - B Goodmanstraat;;52,3668490;5,1836070;Intersection;31011;444;;;444;;;;;;;;;;;
3101100445;Almere;OBI095;Busbaan - L Armstrongweg;;52,3665150;5,1852590;Intersection;31011;445;;;445;;;;;;;;;;;
3101100450;Almere;KOBI0113;Busbaan - Couperusweg;;52,3594544;5,1849164;TLC;31011;;792301C2;51C5DB50-7D49-458A-88BB-BDF7D9A73F13;450;;VT451131;Vialis;;;;;;;;
3101100451;Almere;OBI112;Busbaan - Couperusweg;;52,3608580;5,1878620;Intersection;31011;451;;;451;;;;;;;;;;;
3101100452;Almere;OBI113;Busbaan - Clare Lennartstraat;;52,3595070;5,1852640;Intersection;31011;452;;;452;;;;;;;;;;;
3101100453;Almere;OBI114;Busbaan - Prozastraat;;52,3586620;5,1827650;Intersection;31011;453;;;453;;;;;;;;;;;
3101100460;Almere;KOBI0116;Busbaan - A Holststraat;;52,3570269;5,1777297;TLC;31011;;792301CC;981F85B1-2D84-4F17-B063-E42C292CF0DF;460;;VT451132;Vialis;;;;;;;;
3101100461;Almere;OBI115;Busbaan - Poeziestraat;;52,3578040;5,1801530;Intersection;31011;461;;;461;;;;;;;;;;;
3101100462;Almere;OBI116;Busbaan - A Holststraat;;52,3566640;5,1767450;Intersection;31011;462;;;462;;;;;;;;;;;
3101100470;Almere;KOBI0118;Busbaan - Hans Lodeizenstraat;;52,3539623;5,1776194;TLC;31011;;792301D6;A8FF1EA6-4E8E-4A68-99D0-EA20FA54E711;470;;FR900768;Vialis;;;;;;;;
3101100471;Almere;OBI117;Busbaan - Lucebertstraat;;52,3551550;5,1766180;Intersection;31011;471;;;471;;;;;;;;;;;
3101100472;Almere;OBI118;Busbaan - Hans Lodeinzenstraat;;52,3534830;5,1781340;Intersection;31011;472;;;472;;;;;;;;;;;
3101100473;Almere;OBI119;Busbaan - Annie M.G. Schmidtweg;;52,3520630;5,1793270;Intersection;31011;473;;;473;;;;;;;;;;;
3101100480;Almere;KOBI0122;Busbaan - C v Marxveldtstraat;;52,3514136;5,1830568;TLC;31011;;792301E0;DC7C0B6B-5BD6-4C8D-AE39-28872A850D80;480;;FR900707;Vialis;;;;;;;;
3101100481;Almere;OBI120;Busbaan - Manuscriptstraat;;52,3509160;5,1803600;Intersection;31011;481;;;481;;;;;;;;;;;
3101100482;Almere;OBI122;Busbaan - Televisiebrug;;52,3509680;5,1818560;Intersection;31011;482;;;482;;;;;;;;;;;
3101100483;Almere;OBI123;Busbaan - Johan Frabriciusbrug;;52,3521170;5,1852780;Intersection;31011;483;;;483;;;;;;;;;;;
3101100484;Almere;OBI124;Busbaan - J.B. Schuilbrug;;52,3533380;5,1888990;Intersection;31011;484;;;484;;;;;;;;;;;
3101100490;Almere;KOBI0202;Busbaan - C van Eesterenplein;;52,3954598;5,2545155;TLC;31011;;792301EA;564E47B4-9A07-47FD-A59C-CF2CC7F4E963;490;;VT451133;Vialis;;;;;;;;
3101100491;Almere;OBI201;Busbaan - J Duikerstraat;;52,3946550;5,2527170;Intersection;31011;491;;;491;;;;;;;;;;;
3101100492;Almere;OBI202;Busbaan - C van Eesterenplein;;52,3956140;5,2550160;Intersection;31011;492;;;492;;;;;;;;;;;
3101100493;Almere;OBI203;Busbaan - D Hudigstraat;;52,3967120;5,2576020;Intersection;31011;493;;;493;;;;;;;;;;;
3101100500;Almere;KOBI0205;Busbaan - Dudokbrug;;52,3984179;5,2613515;TLC;31011;;792301F4;347679CB-25D6-49FA-AE9B-9972C5113E7E;500;;VT451134;Vialis;;;;;;;;
3101100501;Almere;OBI204;Busbaan - Van den Banbrug;;52,3973820;5,2591250;Intersection;31011;501;;;501;;;;;;;;;;;
3101100502;Almere;OBI205;Busbaan - Dudokbrug;;52,3981560;5,2608910;Intersection;31011;502;;;502;;;;;;;;;;;
3101100503;Almere;OBI206;Busbaan - Pirellipad;;52,3999690;5,2646370;Intersection;31011;503;;;503;;;;;;;;;;;
3101100510;Almere;KOBI0209;Busbaan - Matieu Cordangpad;;52,4016537;5,2681935;TLC;31011;;792301FE;49E6558F-5758-4BDD-A882-5F3DFCF92472;510;;FR900652;Vialis;;;;;;;;
3101100511;Almere;OBI207;Busbaan - Poortmolenstraat;;52,4012820;5,2681230;Intersection;31011;511;;;511;;;;;;;;;;;
3101100512;Almere;OBI208;Busbaan - Splijtbakweg;;52,4027530;5,2667800;Intersection;31011;512;;;512;;;;;;;;;;;
3101100513;Almere;OBI209;Busbaan - Pirellipad;;52,4017340;5,2680070;Intersection;31011;513;;;513;;;;;;;;;;;
3101100514;Almere;OBI210;Busbaan - Walmolenstraat;;52,4012220;5,2685990;Intersection;31011;514;;;514;;;;;;;;;;;
3101100515;Almere;OBI211;Busbaan - Poldermolenweg;;52,3999790;5,2700390;Intersection;31011;515;;;515;;;;;;;;;;;
3101100520;Almere;KOBI0213;Busbaan - Windvangpad;;52,3975698;5,2728956;TLC;31011;;79230208;02CBF0EA-77F9-4C89-8F90-306DB6716CAF;520;;VT451135;Vialis;;;;;;;;
3101100521;Almere;OBI212;Busbaan - Windvangpad;;52,3988260;5,2713670;Intersection;31011;521;;;521;;;;;;;;;;;
3101100522;Almere;OBI213;Busbaan - Wipmolenweg;;52,3972110;5,2732400;Intersection;31011;522;;;522;;;;;;;;;;;
3101100523;Almere;OBI214;Busbaan - Piet Moeskopspad;;52,3965550;5,2739820;Intersection;31011;523;;;523;;;;;;;;;;;
3101100530;Almere;KOBI0216;Busbaan - Chicagostraat;;52,3959454;5,2747879;TLC;31011;;79230212;652CC34F-7636-44B2-B5BB-F1BC6203F341;530;;VT450707;Vialis;;;;;;;;
3101100531;Almere;OBI215;Busbaan - Chicagostraat;;52,3958030;5,2748780;Intersection;31011;531;;;531;;;;;;;;;;;
3101100532;Almere;OBI215a;Busbaan - Reykjavikstraat;;52,3956150;5,2750810;Intersection;31011;532;;;532;;;;;;;;;;;
3101100533;Almere;OBI216;Busbaan - Philadelphiapad;;52,3950650;5,2757200;Intersection;31011;533;;;533;;;;;;;;;;;
3101100534;Almere;OBI217;Busbaan - Westeinde;;52,3944320;5,2764530;Intersection;31011;534;;;534;;;;;;;;;;;
3101100540;Almere;KOBI0221;Busbaan - Dahliaweg;;52,3918486;5,2804741;TLC;31011;;7923021C;82BFFB75-1980-43ED-A718-A8DF1B51F41C;540;;FR901362;Vialis;;;;;;;;
3101100541;Almere;OBI220;Busbaan - Evenaar (noord);;52,3920360;5,2801430;Intersection;31011;541;;;541;;;;;;;;;;;
3101100542;Almere;OBI221;Busbaan - Evenaar (zuid);;52,3919170;5,2802870;Intersection;31011;542;;;542;;;;;;;;;;;
3101100543;Almere;OBI222;Busbaan - Pinksterbloemweg;;52,3909740;5,2813820;Intersection;31011;543;;;543;;;;;;;;;;;
3101100550;Almere;KOBI0230;Busbaan - Lamastraat;;52,3864870;5,2681350;TLC;31011;;79230226;5D1C1587-06E7-47DC-993C-168D632C9854;550;;VT450333;Vialis;;;;;;;;
3101100551;Almere;OBI229;Busbaan - Lamastraat;;52,3858570;5,2698860;Intersection;31011;551;;;551;;;;;;;;;;;
3101100552;Almere;OBI230;Busbaan - Spoorbaanpad;;52,3861000;5,2688270;Intersection;31011;552;;;552;;;;;;;;;;;
3101100553;Almere;OBI231;Busbaan - Middachtenlaan;;52,3872820;5,2668950;Intersection;31011;553;;;553;;;;;;;;;;;
3101100560;Almere;KOBI0302;Busbaan - Scharlakenstraat;;52,3972672;5,2929111;TLC;31011;;79230230;EF4AB29D-2743-472C-B89F-BDDD857F33C0;560;;FR344251;Vialis;;;;;;;;
3101100561;Almere;OBI301;Busbaan - Evenaar (west);;52,3978350;5,2921620;Intersection;31011;561;;;561;;;;;;;;;;;
3101100562;Almere;OBI302;Busbaan - Evenaar (oost);;52,3974180;5,2926440;Intersection;31011;562;;;562;;;;;;;;;;;
3101100563;Almere;OBI303;Busbaan - Violetstraat;;52,3958630;5,2941570;Intersection;31011;563;;;563;;;;;;;;;;;
3101100570;Almere;KOBI0305;Busbaan - Zwavelgeelstraat;;52,3927621;5,2993498;TLC;31011;;7923023A;B6CAD8D1-E540-4451-B73A-E5E099CD8741;570;;VT451136;Vialis;;;;;;;;
3101100571;Almere;OBI304;Busbaan - Prismastraat;;52,3940800;5,2957620;Intersection;31011;571;;;571;;;;;;;;;;;
3101100572;Almere;OBI305;Busbaan - Zwavelgeelstraat;;52,3924270;5,2987520;Intersection;31011;572;;;572;;;;;;;;;;;
3101100573;Almere;OBI306;Busbaan - Sepiastraat;;52,3940870;5,3026500;Intersection;31011;573;;;573;;;;;;;;;;;
3101100580;Almere;KOBI0308;Busbaan - Maldivenweg;;52,3969199;5,3077290;TLC;31011;;79230244;38060FB0-0C32-457E-B1A4-A553052BD8A3;580;;VT451137;Vialis;;;;;;;;
3101100581;Almere;OBI307;Busbaan - Martiniquepad;;52,3964910;5,3081950;Intersection;31011;581;;;581;;;;;;;;;;;
3101100582;Almere;OBI308;Busbaan - Maldivenweg;;52,3976530;5,3069750;Intersection;31011;582;;;582;;;;;;;;;;;
3101100583;Almere;OBI309;Busbaan - Gerrit Schultepad;;52,3983350;5,3062150;Intersection;31011;583;;;583;;;;;;;;;;;
3101100584;Almere;OBI310;Busbaan - Lofotenweg;;52,3995980;5,3047340;Intersection;31011;584;;;584;;;;;;;;;;;
3101100590;Almere;KOBI0312;Busbaan - Insulindeplein;;52,4019646;5,3019348;TLC;31011;;7923024E;3B5732D1-6E8C-4D74-981A-ABD3D1218431;590;;FR901049;Vialis;;;;;;;;
3101100591;Almere;OBI311;Busbaan - Evenaar (oost);;52,4016190;5,3024000;Intersection;31011;591;;;591;;;;;;;;;;;
3101100592;Almere;OBI312;Busbaan - Evenaar (west);;52,4020550;5,3019320;Intersection;31011;592;;;592;;;;;;;;;;;
3101100593;Almere;OBI313;Busbaan - Insulindeplein;;52,4030850;5,3008840;Intersection;31011;593;;;593;;;;;;;;;;;
3101100594;Almere;OBI316;Busbaan - Laan der V.O.C.;;52,4041440;5,2996160;Intersection;31011;594;;;594;;;;;;;;;;;
3101100600;Almere;KOBI0318;Busbaan - Koopvaarderspad;;52,4079610;5,2951060;TLC;31011;;79230258;0CE8C28D-3E69-4D3B-B3EB-630E92C6305B;600;;VT451138;Vialis;;;;;;;;
3101100601;Almere;OBI317;Busbaan - Hollandiapad;;52,4061480;5,2977150;Intersection;31011;601;;;601;;;;;;;;;;;
3101100602;Almere;OBI318;Busbaan - Koopvaarderspad;;52,4081470;5,2958400;Intersection;31011;602;;;602;;;;;;;;;;;
3101100603;Almere;OBI319;Busbaan - Willem Bontekoebrug;;52,4066640;5,2903510;Intersection;31011;603;;;603;;;;;;;;;;;
3101100610;Almere;KOBI0330;Busbaan - F Westendorpstraat;;52,4042019;5,3163187;TLC;31011;;79230262;FE1DEF14-FB95-4722-BA63-D77320E9C7AD;610;;FR901155;Vialis;;;;;;;;
3101100611;Almere;OBI330;Busbaan - Frans Pietstraat;;52,4063550;5,3139210;Intersection;31011;611;;;611;;;;;;;;;;;
3101100612;Almere;OBI331;Busbaan - Wim Meulendijklaan;;52,4052510;5,3152000;Intersection;31011;612;;;612;;;;;;;;;;;
3101100613;Almere;OBI331a;Busbaan - Dick Bosstraat;;52,4041700;5,3164270;Intersection;31011;613;;;613;;;;;;;;;;;
3101100614;Almere;OBI332;Busbaan - Carol Vogesgracht;;52,4031250;5,3176520;Intersection;31011;614;;;614;;;;;;;;;;;
3101100620;Almere;KOBI0405;Busbaan - Oscarlaan;;52,3714961;5,2283199;TLC;31011;;7923026C;69388C4C-3DBF-402F-844A-B1221E4A756D;620;;;;;;;;;;;
3101100621;Almere;OBI405;Busbaan - Oscarlaan;;52,3713260;5,2274930;Intersection;31011;621;;;621;;;;;;;;;;;
3101100622;Almere;OBI406;Busbaan - Danny Kayestraat;;52,3718390;5,2308670;Intersection;31011;622;;;622;;;;;;;;;;;
3101100630;Almere;KOBI0408;Busbaan - John Gielgudpad;;52,3726213;5,2357321;TLC;31011;;79230276;ECB0D8DC-E1B8-4713-8D73-E1334F6AA67E;630;;VT450336;Vialis;;;;;;;;
3101100631;Almere;OBI407;Busbaan - Hollywoodlaan;;52,3713260;5,2274930;Intersection;31011;631;;;631;;;;;;;;;;;
3101100632;Almere;OBI408;Busbaan - John Gielgudpad;;52,3713260;5,2274930;Intersection;31011;632;;;632;;;;;;;;;;;
3101100633;Almere;OBI410;Busbaan - Boomgaardweg;;52,3718390;5,2308670;Intersection;31011;633;;;633;;;;;;;;;;;
3101100640;Almere;KOBI0412;Busbaan - Watercipresstraat;;52,3734514;5,2437501;TLC;31011;;79230280;98DE0A94-7A05-41DA-8F07-3238B0944627;640;;VT450337;Vialis;;;;;;;;
3101100641;Almere;OBI411;Busbaan - Abelenpad;;52,3732040;5,2413600;Intersection;31011;641;;;641;;;;;;;;;;;
3101100642;Almere;OBI412;Busbaan - Haagbeukweg;;52,3733850;5,2435090;Intersection;31011;642;;;642;;;;;;;;;;;
3101100643;Almere;OBI413;Busbaan - Vleugelnootsingel;;52,3736360;5,2464890;Intersection;31011;643;;;643;;;;;;;;;;;
3101100650;Almere;KOBI0415;Busbaan - Spoorbaanpad;;52,3765378;5,2451400;TLC;31011;;7923028A;2E651370-9664-4CD2-97E8-EF042E36AD07;650;;VT450338;Vialis;;;;;;;;
3101100651;Almere;OBI414;Busbaan - Parkwijklaan;;52,3750610;5,2456260;Intersection;31011;651;;;651;;;;;;;;;;;
3101100652;Almere;OBI415;Busbaan - Spoorbaanpad;;52,3765920;5,2452780;Intersection;31011;652;;;652;;;;;;;;;;;
3101100653;Almere;OBI416;Busbaan - 15 Augustusbrug;;52,3770150;5,2451420;Intersection;31011;653;;;653;;;;;;;;;;;
3101100654;Almere;OBI417;Busbaan - Verzetslaan;;52,3782460;5,2439990;Intersection;31011;654;;;654;;;;;;;;;;;
3101100660;Almere;KOBI0432;Busbaan - Bette Davisstraat;;52,3712037;5,2325270;TLC;31011;;79230294;3135951E-22B0-4BC5-8F0B-438590A20B1A;660;;VT450435;Vialis;;;;;;;;
3101100661;Almere;OBI431;Busbaan - Bette Davisstraat;;52,3717220;5,2312850;Intersection;31011;661;;;661;;;;;;;;;;;
3101100662;Almere;OBI432;Busbaan - Hollywoodlaan;;52,3708210;5,2337220;Intersection;31011;662;;;662;;;;;;;;;;;
3101100663;Almere;OBI433;Busbaan - Jean Gabinplantsoen;;52,3686580;5,2368840;Intersection;31011;663;;;663;;;;;;;;;;;
3101100670;Almere;KOBI0439;Busbaan - C.B. De Millestraat;;52,3604342;5,2458000;TLC;31011;;7923029E;2128B735-B5BE-467F-BB89-28FF8A551F96;670;;FR900391;Vialis;;;;;;;;
3101100671;Almere;OBI438;Busbaan - Walt Disneyplantsoen;;52,3602990;5,2445230;Intersection;31011;671;;;671;;;;;;;;;;;
3101100672;Almere;OBI439;Busbaan - Fassbinderstraat;;52,3602770;5,2450620;Intersection;31011;672;;;672;;;;;;;;;;;
3101100673;Almere;OBI440;Busbaan - Simone van Collemstraat;;52,3609340;5,2473760;Intersection;31011;673;;;673;;;;;;;;;;;
3101100674;Almere;OBI441;Busbaan - Karoenpad;;52,3613250;5,2487500;Intersection;31011;674;;;674;;;;;;;;;;;
3101100675;Almere;OBI475;Busbaan - Walt Disneyplantsoen;;52,3600640;5,2449460;Intersection;31011;675;;;675;;;;;;;;;;;
3101100676;Almere;OBI476;Busbaan - Hitchcocklaan;;52,3589240;5,2460510;Intersection;31011;676;;;676;;;;;;;;;;;
3101100680;Almere;KOBI0444;Busbaan - Karoenpad;;52,3637996;5,2569656;TLC;31011;;792302A8;8ED6A03E-13F8-47FF-85E0-1FE229460E31;680;;FR900392;Vialis;;;;;;;;
3101100681;Almere;OBI442;Busbaan - Csardasstraat;;52,3621880;5,2523190;Intersection;31011;681;;;681;;;;;;;;;;;
3101100682;Almere;OBI443;Busbaan - Merenguestraat;;52,3628650;5,2541730;Intersection;31011;682;;;682;;;;;;;;;;;
3101100683;Almere;OBI444;Busbaan - Ballarinapad;;52,3638030;5,2567790;Intersection;31011;683;;;683;;;;;;;;;;;
3101100684;Almere;OBI445;Busbaan - Karoenpad;;52,3640180;5,2569050;Intersection;31011;684;;;684;;;;;;;;;;;
3101100685;Almere;OBI451;Busbaan - Pas De Deuxpad;;52,3639430;5,2573120;Intersection;31011;685;;;685;;;;;;;;;;;
3101100686;Almere;OBI452;Busbaan - Isadora Duncanweg;;52,3645660;5,2601300;Intersection;31011;686;;;686;;;;;;;;;;;
3101100690;Almere;KOBI0463;Busbaan - Juan Grisstraat;;52,3681402;5,2703757;TLC;31011;;792302B2;30B7C2CC-475A-4805-B9BE-3C3790ED4D8E;690;;FR901050;Vialis;;;;;;;;
3101100691;Almere;OBI461;Busbaan - Piranesipad;;52,3667010;5,2675870;Intersection;31011;691;;;691;;;;;;;;;;;
3101100692;Almere;OBI462;Busbaan - Juan Grisspad;;52,3674770;5,2703000;Intersection;31011;692;;;692;;;;;;;;;;;
3101100693;Almere;OBI463;Busbaan - Edgar Degaspad;;52,3677310;5,2704970;Intersection;31011;693;;;693;;;;;;;;;;;
3101100694;Almere;OBI464;Busbaan - Velazquezbrug;;52,3695060;5,2694460;Intersection;31011;694;;;694;;;;;;;;;;;
3101100695;Almere;OBI465;Busbaan - Rondebeltweg;;52,3672910;5,2706820;Intersection;31011;695;;;695;;;;;;;;;;;
3101100700;Almere;KOBI0613;Busbaan - Spoorbaanpad;;52,3438282;5,1545302;TLC;31011;;792302BC;A117251C-5D48-45B9-ADB1-415E6F6ED070;700;;FR901349;Vialis;;;;;;;;
3101100701;Almere;OBI613;Busbaan - Spoorbaanpad;;52,3439740;5,1537720;Intersection;31011;701;;;701;;;;;;;;;;;
3101100702;Almere;OBI614;Busbaan - Oostenrijkstraat;;52,3441140;5,1518870;Intersection;31011;702;;;702;;;;;;;;;;;
3101100703;Almere;OBI616;Busbaan - Pierre de Coubertinpad;;52,3437390;5,1541800;Intersection;31011;703;;;703;;;;;;;;;;;
3101100710;Almere;KOBI0618;Busbaan - Europalaan;;52,3460036;5,1454913;TLC;31011;;792302C6;346B8F96-87DC-461C-9F41-E03E4DC2F790;710;;VT451074;Vialis;;;;;;;;
3101100711;Almere;OBI617;Busbaan - Frankrijkkade;;52,3444920;5,1469080;Intersection;31011;711;;;711;;;;;;;;;;;
3101100712;Almere;OBI618;Busbaan - Europalaan;;52,3458920;5,1456770;Intersection;31011;712;;;712;;;;;;;;;;;
3101100713;Almere;OBI619;Busbaan - Beneluxlaan;;52,3474410;5,1442930;Intersection;31011;713;;;713;;;;;;;;;;;
3101100720;Almere;KOBI0621;Busbaan - Scandinaviekade;;52,3498712;5,1420056;TLC;31011;;792302D0;6960D32E-9868-41A0-93E8-EAD9B459ADCB;720;;VT451075;Vialis;;;;;;;;
3101100721;Almere;OBI620;Busbaan - IJslandstraat;;52,3489010;5,1430070;Intersection;31011;721;;;721;;;;;;;;;;;
3101100722;Almere;OBI621A;Busbaan - Voetpad;;52,3500580;5,1419200;Intersection;31011;722;;;722;;;;;;;;;;;
3101100723;Almere;OBI621B;Busbaan - Amerigo Vespucciweg;;52,3508240;5,1412410;Intersection;31011;723;;;723;;;;;;;;;;;
3101100730;Almere;KOBI0625;Busbaan - Willem Barentszroute;;52,3538978;5,1427539;TLC;31011;;792302DA;C26F654D-5718-4563-9ACD-12B78E16C88C;730;;VT451076;Vialis;;;;;;;;
3101100731;Almere;OBI622;Busbaan - Henry Stanleystraat;;52,3525850;5,1396460;Intersection;31011;731;;;731;;;;;;;;;;;
3101100732;Almere;OBI623;Busbaan - Roald Amundsenpad;;52,3528050;5,1396940;Intersection;31011;732;;;732;;;;;;;;;;;
3101100733;Almere;OBI624;Busbaan - Willem Barentszroute;;52,3537900;5,1425860;Intersection;31011;733;;;733;;;;;;;;;;;
3101100734;Almere;OBI625;Busbaan - Cascadepad;;52,3543280;5,1444740;Intersection;31011;734;;;734;;;;;;;;;;;
3101100735;Almere;OBI626;Busbaan - Dettifosspad;;52,3547770;5,1456170;Intersection;31011;735;;;735;;;;;;;;;;;
3101100740;Almere;KOBI0628;Busbaan - Apollostraat;;52,3560466;5,1490794;TLC;31011;;792302E4;F9B26EFE-6587-40DE-A320-2E55C152BE03;740;;VT450920;Vialis;;;;;;;;
3101100741;Almere;OBI627;Busbaan - Artemissingel;;52,3560410;5,1492880;Intersection;31011;741;;;741;;;;;;;;;;;
3101100742;Almere;OBI628;Busbaan - Apollostraat;;52,3557310;5,1482560;Intersection;31011;742;;;742;;;;;;;;;;;
3101100743;Almere;OBI629;Busbaan - Hadesstraat;;52,3564040;5,1503430;Intersection;31011;743;;;743;;;;;;;;;;;
3101100744;Almere;OBI630;Busbaan - Nestorstraat;;52,3568440;5,1524750;Intersection;31011;744;;;744;;;;;;;;;;;
3101100750;Almere;KOBI0633;Busbaan - Amorstraat;;52,3550143;5,1571899;TLC;31011;;792302EE;EAF0952E-C756-4976-8B85-7EC17D325BF2;750;;VT450921;Vialis;;;;;;;;
3101100751;Almere;OBI631;Busbaan - Trojestraat;;52,3566630;5,1542710;Intersection;31011;751;;;751;;;;;;;;;;;
3101100752;Almere;OBI632;Busbaan - Aurorastraat - Marsstraat;;52,3557370;5,1564270;Intersection;31011;752;;;752;;;;;;;;;;;
3101100753;Almere;OBI633;Busbaan - Amorstraat;;52,3548500;5,1572670;Intersection;31011;753;;;753;;;;;;;;;;;
3101100754;Almere;OBI634;Busbaan - Saturnussingel - Neptunussingel;;52,3540170;5,1579920;Intersection;31011;754;;;754;;;;;;;;;;;
3101100760;Almere;ALM-1021-TLC;Noorderdreef - Steiger;;52,3498139;5,2183478;TLC;31011;;792302F8;A11DF444-5EA2-4ED5-BC90-7A05E7B702AA;760;;FR940106;Vialis;;;;;;;;
3101100761;Almere;ALM-1021;Noorderdreef - Steiger;;52,3499240;5,2179700;Intersection;31011;761;;;761;;;;;;;;;;;
3101100770;Almere;ALM-1050-TLC;Westeinde - Koppeldreef;;52,3928588;5,2737922;TLC;31011;;79230302;8571BA96-6E59-4FF0-A19E-F72C841130F0;770;;FR901313;Vialis;;;;;;;;
3101100771;Almere;ALM-1050;Westeinde - Koppeldreef;;52,3928615;5,2741990;Intersection;31011;771;;;771;;;;;;;;;;;
3101100790;Almere;ALM-2007-TLC;De Krakeling - Flevostraat;;52,3692995;5,2172571;TLC;31011;;79230316;E197411F-4ECE-4000-A9A9-22336E137E14;790;;;;;;;;;;;
3101100791;Almere;ALM-2007;De Krakeling - Flevostraat;;52,3692300;5,2175920;Intersection;31011;791;;;791;;;;;;;;;;;
3101100800;Almere;ALM-2021-TLC;Havendreef - Elsschotweg;;52,3583639;5,1923990;TLC;31011;;79230320;57584EB5-3EFB-42BD-8BA8-97828BB04417;800;;FR900796;Vialis;;;;;;;;
3101100801;Almere;ALM-2021;Havendreef - Elsschotweg;;52,3584301;5,1927074;Intersection;31011;801;;;801;;;;;;;;;;;
3101100810;Almere;ALM-2022-TLC;Veeregrachtbrug - Radioweg;;52,3534676;5,1928893;TLC;31011;;7923032A;FF0E3B79-3761-4243-AB56-314C2E105F91;810;;FR940415;Vialis;;;;;;;;
3101100811;Almere;ALM-2022;Veeregrachtbrug - Radioweg;;52,3536782;5,1931061;Intersection;31011;811;;;811;;;;;;;;;;;
3101100820;Almere;ALM-2024-TLC;Havendreef - Omroepweg;;52,3556409;5,1913457;TLC;31011;;79230334;5D2C5CE9-E41C-4FC1-9098-22D7B0C3B16A;820;;FR900797;Vialis;;;;;;;;
