SORTEREN;Wegbeheerder;Name (verplicht) - max 63 karakters;DescriptiveName (optioneel) - max 63 karakters;Alias (optioneel) - max 255 karakters;Latitude;Longitude;TLC/Inters.;RoadRegulatorID;IntersectionID;TlcIdentifier;UniqueID;Volg-Id;(wordt) iVRI;VRA ID;TLC;ITS applicatie;RIS;UC3;UC4;UC5.1;UC5.2;;
3125600251;Oss;K27x;Cereslaan # Heesch West;;51,7358894;5,5094691;Intersection;31256;251;;;251;;;;;;;;;;;
3138900010;Provincie Drenthe;VR88;N372 - N386 Bunnerveenseweg;VR88, PEIN372=9586 169 08150;53,1481150;6,4824220;TLC;31389;;7A9D000A;02054EB6-8B8D-407C-98B0-29C160D5EA97;10;Ja;7A9D000A;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Nee;;
3138900011;Provincie Drenthe;VR88-1;N372 - N386 Bunnerveenseweg;;53,1481150;6,4824220;Intersection;31389;11;;;11;;;;;;;;;;;
3138900020;Provincie Drenthe;VR89;N372 - N373 Oosteinde-Roderwolderweg;VR89, PEIROD=9586 169 08140;53,1463520;6,4559000;TLC;31389;;7A9D0014;BBF030F5-849B-4567-B099-AAF3E339EE4C;20;Ja;7A9D0014;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Nee;;
3138900021;Provincie Drenthe;VR89-1;N372 - N373 Oosteinde-Roderwolderweg;;53,1463520;6,4559000;Intersection;31389;21;;;21;;;;;;;;;;;
3139000010;Provincie Flevoland;FLE-1014-TLC;Hogering - Contrabasweg;;52,3743414;5,1732901;TLC;31390;;7A9E000A;D25E3468-B9A6-44C4-9890-12AE8F2D6549;10;Ja;VT451552;Vialis;Vialis;Vialis;Ja;Ja;Ja;Nee;;
3139000011;Provincie Flevoland;FLE-1014;Hogering - Contrabasweg;;;;Intersection;31390;11;;;11;;;;;;;;;;;
3139000020;Provincie Flevoland;FLE-1015-TLC;Hogering - Muziekdreef;;52,3805090;5,1816516;TLC;31390;;7A9E0014;8E289E4A-9C94-47A9-9DCB-7759965F0112;20;Ja;VT451553;Vialis;Vialis;Vialis;Ja;Ja;Ja;Nee;;
3139000021;Provincie Flevoland;FLE-1015-1;Hogering – Muziekdreef Noord;;    52,3806850;5,1813370;Intersection;31390;21;;;21;;;;;;;;;;;
3139000022;Provincie Flevoland;FLE-1015-2;Hogering – Muziekdreef Zuid;;52,3807880;5,1818900;Intersection;31390;22;;;22;;;;;;;;;;;
3139000030;Provincie Flevoland;FLE-1016-TLC;Hogering - Grasweg;;52,3877685;5,2034340;TLC;31390;;7A9E001E;7429A9CC-1969-424C-BBF4-C005D1E6B183;30;Ja;VT451554;Vialis;Vialis;Vialis;Ja;Ja;Ja;Nee;;
3139000031;Provincie Flevoland;FLE-1016;Hogering - Grasweg;;;;Intersection;31390;31;;;31;;;;;;;;;;;
3139000040;Provincie Flevoland;FLE-1018-TLC;Hogering - Karperweg;;52,3924741;5,2274399;TLC;31390;;7A9E0028;CB9FC8B2-3E43-4147-9456-7DEBA105D880;40;Ja;VT451555;Vialis;Vialis;Vialis;Ja;Ja;Ja;Nee;;
3139000041;Provincie Flevoland;FLE-1018;Hogering - Karperweg;;;;Intersection;31390;41;;;41;;;;;;;;;;;
3139000050;Provincie Flevoland;FLE-1019-TLC;Hogering - Tussenring;;52,3964148;5,2393305;TLC;31390;;7A9E0032;0AD8AC08-CC54-4D3D-8A58-EF6F44766562;50;Ja;VT451556;Vialis;Vialis;Vialis;Ja;Ja;Ja;Nee;;
3139000051;Provincie Flevoland;FLE-1019;Hogering - Tussenring;;;;Intersection;31390;51;;;51;;;;;;;;;;;
3139000060;Provincie Flevoland;FLE-1040-TLC;Tussenring - Hogering;;52,3966459;5,2433151;TLC;31390;;7A9E003C;514064C0-47A0-45A1-AA63-084E037B8726;60;Ja;VT451051;Vialis;Vialis;Vialis;Ja;Ja;Ja;Nee;;
3139000061;Provincie Flevoland;FLE-1040;Tussenring - Hogering;;;;Intersection;31390;61;;;61;;;;;;;;;;;
3139000070;Provincie Flevoland;FLE-1041-TLC;Tussenring - Vrijheidsdreef;;52,3884130;5,2553045;TLC;31390;;7A9E0046;4A1DA0E8-AA94-4BB3-A1AC-924E45BE3D5C;70;Ja;VT451557;Vialis;Vialis;Vialis;Ja;Ja;Ja;Nee;;
3139000071;Provincie Flevoland;FLE-1041;Tussenring - Vrijheidsdreef;;;;Intersection;31390;71;;;71;;;;;;;;;;;
3139000080;Provincie Flevoland;FLE-1042-TLC;Tussenring - Mondriaanweg;;52,3804519;5,2653772;TLC;31390;;7A9E0050;6BDEB6C2-EBBD-402F-B9C6-A1FC42BF084F;80;Ja;VT451558;Vialis;Vialis;Vialis;Ja;Ja;Ja;Nee;;
3139000081;Provincie Flevoland;FLE-1042;Tussenring - Mondriaanweg;;;;Intersection;31390;81;;;81;;;;;;;;;;;
3139000090;Provincie Flevoland;FLE-0011-TLC;N309 Elburgerweg / N306 Spijkweg;;52,3353920;5,2346420;TLC;31390;;7A9E005A;410D99A6-9508-4DD5-BC81-C4A9D3F7FA51;90;;V90693;Dynniq;;;;;;;;
3139000091;Provincie Flevoland;FLE-0011;N309 Elburgerweg / N306 Spijkweg;;;;Intersection;31390;91;;;91;;;;;;;;;;;
3139000100;Provincie Flevoland;FLE-0014-TLC;N302 Larserweg / Vogelweg;;52,4449120;5,5523700;TLC;31390;;7A9E0064;618339A9-A2F6-4967-A2AC-4BDFBB5948E8;100;;V90694;Dynniq;;;;;;;;
3139000101;Provincie Flevoland;FLE-0014;N302 Larserweg / Vogelweg;;;;Intersection;31390;101;;;101;;;;;;;;;;;
3139000110;Provincie Flevoland;FLE-0017-TLC;N307 - Ketelweg - Hondweg;;52,5407300;5,7877930;TLC;31390;;7A9E006E;80F2305F-B40C-4BB6-88D2-9C8EBF2888E7;110;;VT451727;Vialis;;;;;;;;
3139000111;Provincie Flevoland;FLE-0017;N307 - Ketelweg - Hondweg;;;;Intersection;31390;111;;;111;;;;;;;;;;;
3139000120;Provincie Flevoland;FLE-0018-TLC;N307 - Roggebotweg ;;52,5455980;5,8148150;TLC;31390;;7A9E0078;892DB1EA-B8E9-405D-9A40-358F2317AB15;120;;VT451728;Vialis;;;;;;;;
3139000121;Provincie Flevoland;FLE-0018;N307 - Roggebotweg ;;;;Intersection;31390;121;;;121;;;;;;;;;;;
3139000130;Provincie Flevoland;FLE-0019-TLC;N302 - Anthony Fokkerweg;;52,4669130;5,5226040;TLC;31390;;7A9E0082;71DB9EFE-B0F3-4BCB-B72A-852947CAE7AC;130;;KH17040;Ko Hartog;;;;;;;;
3139000131;Provincie Flevoland;FLE-0019;N302 - Anthony Fokkerweg;;;;Intersection;31390;131;;;131;;;;;;;;;;;
3139000140;Provincie Flevoland;FLE-0020-TLC;Houtribdijk - Ijsselmeerdijk;;52,5498580;5,4992790;TLC;31390;;7A9E008C;1219E6D1-F6DD-4DF5-A6F8-207665F30235;140;;VT451700;Vialis;;;;;;;;
3139000141;Provincie Flevoland;FLE-0020;Houtribdijk - Ijsselmeerdijk;;;;Intersection;31390;141;;;141;;;;;;;;;;;
3139000150;Provincie Flevoland;FLE-0028-TLC;N307 Ganzeweg / Drontermeerwijk;;52,3859990;5,5814720;TLC;31390;;7A9E0096;7C667782-646B-4BEB-8CDB-7AC4F4016183;150;;722702;Siemens;;;;;;;;
3139000151;Provincie Flevoland;FLE-0028;N307 Ganzeweg / Drontermeerwijk;;;;Intersection;31390;151;;;151;;;;;;;;;;;
3139000160;Provincie Flevoland;FLE-0031-TLC;N352 - Repelweg - Kraggenburgerweg;;52,3470590;5,2182050;TLC;31390;;7A9E00A0;C4D2C59B-7B84-4ADC-8404-964CFE6CE0F0;160;;VT451718;Vialis;;;;;;;;
3139000161;Provincie Flevoland;FLE-0031;N352 - Repelweg - Kraggenburgerweg;;;;Intersection;31390;161;;;161;;;;;;;;;;;
3139000170;Provincie Flevoland;FLE-0034-TLC;N305 Gooiseweg / Knarweg;;52,3892210;5,5647150;TLC;31390;;7A9E00AA;694F68B5-84B4-4586-BB13-0D8985D04736;170;;KH16800;Ko Hartog;;;;;;;;
3139000171;Provincie Flevoland;FLE-0034;N305 Gooiseweg / Knarweg;;;;Intersection;31390;171;;;171;;;;;;;;;;;
3139000180;Provincie Flevoland;FLE-0310-TLC;Waterlandsew/Kemphaanw/Meentw;;52,3378560;5,2686310;TLC;31390;;7A9E00B4;5E94B826-BC02-4F41-A6D2-CA8D85BF5D3B;180;;VT450310;Vialis;;;;;;;;
3139000181;Provincie Flevoland;FLE-0310;Waterlandsew/Kemphaanw/Meentw;;;;Intersection;31390;181;;;181;;;;;;;;;;;
3139000190;Provincie Flevoland;FLE-1012-TLC;Hogering - Herman Gorterweg;;52,3566270;5,1723290;TLC;31390;;7A9E00BE;BD4B72D8-88A9-4A08-A00E-21D9720FCB16;190;; FR994661;Vialis;;;;;;;;
3139000191;Provincie Flevoland;FLE-1012;Hogering - Herman Gorterweg;;;;Intersection;31390;191;;;191;;;;;;;;;;;
3139000200;Provincie Flevoland;FLE-1013-TLC;Hogering - Hollandsedreef;;52,3651180;5,1711270;TLC;31390;;7A9E00C8;E7C739EE-C468-4375-9AA6-E39A9AEF6E78;200;; FR900841;Vialis;;;;;;;;
3139000201;Provincie Flevoland;FLE-1013;Hogering - Hollandsedreef;;;;Intersection;31390;201;;;201;;;;;;;;;;;
3139000210;Provincie Flevoland;FLE-1017-TLC;Hogering - Markerdreef;;52,3893250;5,217433;TLC;31390;;7A9E00D2;9BC3F62E-8F50-4255-B629-A1BC075D0523;210;;VT451794;Vialis;Vialis;;;;;;;
3139000211;Provincie Flevoland;FLE-1017-1;Hogering - Markerdreef;;52,3893250;5,217433;Intersection;31390;211;;;211;;;;;;;;;;;
3139000212;Provincie Flevoland;FLE-1017-2;Markerdreef - Ijsselmeerweg;;52,3889640;5,217466;Intersection;31390;212;;;212;;;;;;;;;;;
3139000220;Provincie Flevoland;FLE-1043-TLC;Tussenring - Buitenhoutsedreef;;52,3774850;5,276227;TLC;31390;;7A9E00DC;45A1B48C-DC2E-48F8-AF23-383FEE3FBAE3;220;; FR901315;Vialis;;;;;;;;
3139000221;Provincie Flevoland;FLE-1043;Tussenring - Buitenhoutsedreef;;;;Intersection;31390;221;;;221;;;;;;;;;;;
3139000230;Provincie Flevoland;FLE-2424-TLC;N305 Gooiseweg - Ganzeweg;;52,3927300;5,5705830;TLC;31390;;7A9E00E6;CF95493C-05D3-4762-80C3-83E090FC2BBA;230;;KH16785;Ko Hartog;;;;;;;;
3139000231;Provincie Flevoland;FLE-2424;N305 Gooiseweg - Ganzeweg;;;;Intersection;31390;231;;;231;;;;;;;;;;;
3139000240;Provincie Flevoland;FLE-3000-TLC;Waterlandseweg - Vogelweg;;52,3286250;5,2940370;TLC;31390;;7A9E00F0;F6146E28-98D8-4B6E-871A-CBA4D435A202;240;;VT451492;Vialis;;;;;;;;
3139000241;Provincie Flevoland;FLE-3000;Waterlandseweg - Vogelweg;;;;Intersection;31390;241;;;241;;;;;;;;;;;
3139000250;Provincie Flevoland;FLE-3002-TLC;Waterlandseweg - Stichtselaan;;52,3174250;5,3238200;TLC;31390;;7A9E00FA;5EBE4B7C-7A42-43A7-932D-A4B993C6B134;250;; FR900937;Vialis;;;;;;;;
3139000251;Provincie Flevoland;FLE-3002;Waterlandseweg - Stichtselaan;;;;Intersection;31390;251;;;251;;;;;;;;;;;
3139000260;Provincie Flevoland;FLE-3011-TLC;N305 - Gooimeerdijk-Oost;;52,3089510;5,3466080;TLC;31390;;7A9E0104;7DAF8621-F7CE-438E-9348-0772D91BCB75;260;; VT451106;Vialis;;;;;;;;
3139000261;Provincie Flevoland;FLE-3011;N305 - Gooimeerdijk-Oost;;;;Intersection;31390;261;;;261;;;;;;;;;;;
3139000270;Provincie Flevoland;FLE-3012-TLC;N305 - Adelaarsweg;;52,3220640;5,4293190;TLC;31390;;7A9E010E;F2529463-B53A-4216-81CB-C540AE8CF41F;270;; VT450599;Vialis;;;;;;;;
3139000271;Provincie Flevoland;FLE-3012;N305 - Adelaarsweg;;;;Intersection;31390;271;;;271;;;;;;;;;;;
3139000280;Provincie Flevoland;FLE-3013-TLC;N305 - Spiekweg;;52,3480490;5,5017150;TLC;31390;;7A9E0118;D3A89A49-9414-423E-9A55-598912BCED94;280;; VT451149;Vialis;;;;;;;;
3139000281;Provincie Flevoland;FLE-3013;N305 - Spiekweg;;;;Intersection;31390;281;;;281;;;;;;;;;;;
3139000290;Provincie Flevoland;FLE-3014-TLC;N305 - Assemblageweg;;52,3612860;5,5223040;TLC;31390;;7A9E0122;E30C3D35-2295-4028-891E-0A8BE82784EA;290;; VT451150;Vialis;;;;;;;;
3139000291;Provincie Flevoland;FLE-3014;N305 - Assemblageweg;;;;Intersection;31390;291;;;291;;;;;;;;;;;
3139000300;Provincie Flevoland;FLE-3016-TLC;Larserweg - Gooiseweg;;52,4060390;5,5931140;TLC;31390;;7A9E012C;BAF5C38F-24AB-41FE-A357-0EEE390E83B5;300;; FR900941;Vialis;;;;;;;;
3139000301;Provincie Flevoland;FLE-3016;Larserweg - Gooiseweg;;;;Intersection;31390;301;;;301;;;;;;;;;;;
3139000310;Provincie Flevoland;FLE-3017-TLC;Biddingringweg - Swifterweg;;52,4609450;5,6914540;TLC;31390;;7A9E0136;017A4FEC-CA2A-4FD5-8E88-491AD66D0C42;310;; VT451528;Vialis;;;;;;;;
3139000311;Provincie Flevoland;FLE-3017;Biddingringweg - Swifterweg;;;;Intersection;31390;311;;;311;;;;;;;;;;;
3139000320;Provincie Flevoland;FLE-3023-TLC;Larserweg - Meerkoetenweg;;52,4730040;5,5117030;TLC;31390;;7A9E0140;2190B57D-87D8-4D01-9305-530C2B14427E;320;; FR900627;Vialis;;;;;;;;
3139000321;Provincie Flevoland;FLE-3023;Larserweg - Meerkoetenweg;;;;Intersection;31390;321;;;321;;;;;;;;;;;
3139000330;Provincie Flevoland;FLE-3024-TLC;Larserweg - Eendenweg;;52,4579050;5,5355640;TLC;31390;;7A9E014A;90B68E28-23CD-4020-B2E8-02D4EF3D0065;330;; FR900628;Vialis;;;;;;;;
3139000331;Provincie Flevoland;FLE-3024;Larserweg - Eendenweg;;;;Intersection;31390;331;;;331;;;;;;;;;;;
3139000340;Provincie Flevoland;FLE-3025-TLC;Ganzenweg - Rotonde Knardijk;;52,3665860;5,6078340;TLC;31390;;7A9E0154;536B30EF-EC11-4515-9185-96E7F66B4CE8;340;; FR900914;Vialis;;;;;;;;
3139000341;Provincie Flevoland;FLE-3025;Ganzenweg - Rotonde Knardijk;;;;Intersection;31390;341;;;341;;;;;;;;;;;
3139000350;Provincie Flevoland;FLE-3091-TLC;Dronterwg - Swifterring;;52,5106180;5,5707300;TLC;31390;;7A9E015E;F25E46E2-A421-499E-AEE2-B6D6EE25EC24;350;; FR900875;Vialis;;;;;;;;
3139000351;Provincie Flevoland;FLE-3091;Dronterwg - Swifterring;;;;Intersection;31390;351;;;351;;;;;;;;;;;
3139000360;Provincie Flevoland;FLE-4010-TLC;Oostvaardersdijk - Trekvogelpad;;52,4167650;5,2218100;TLC;31390;;7A9E0168;F6F3772F-DAB7-405E-A95F-EB9EE23A3F16;360;; FR900844;Vialis;;;;;;;;
3139000361;Provincie Flevoland;FLE-4010;Oostvaardersdijk - Trekvogelpad;;;;Intersection;31390;361;;;361;;;;;;;;;;;
3139000370;Provincie Flevoland;FLE-1061-TLC;Buitenring - Polderdreef - Grote Vaartweg;;52,4020685;5,2588627;TLC;31390;;7A9E0172;582549AF-724A-4866-BB45-1612DE61DEE8;370;Ja;VT451833;Vialis;Vialis;Vialis;ja;ja;ja;ja;;
3139000371;Provincie Flevoland;FLE-1061;Buitenring - Polderdreef - Grote Vaartweg;;52,4024170;5,2588400;Intersection;31390;371;;;371;;;;;;;;;;;
3139200010;Provincie Gelderland;P501.tlc;Nijmeegseplein;;51,9633397;5,8974253;TLC;31392;;7AA0000A;5684592F-F4D1-4E82-998A-E67812AE82AD;10;Ja;KH16740;Ko Hartog;Onbekend;Ko Hartog;Ja;Ja;Nee;Nee;;
3139200011;Provincie Gelderland;501;Nijmeegseplein;;51,9628072;5,8972641;Intersection;31392;11;;;11;;;;;;;;;;;
3139200020;Provincie Gelderland;K379;Deventerweg - zuidelijke aansluiting A1;V50037;52,2357880;6,1815320;TLC;31392;;7AA00014;1D6FBD3A-7BC1-40FB-9EC8-D5185881E4FC;20;Ja;VT450170;Dynniq;Dynniq;Dynniq;Nee;Ja;Ja;Ja;;
3139200021;Provincie Gelderland;K379-1;Deventerweg - zuidelijke aansluiting A1;;52,2324720;6,1850940;Intersection;31392;21;;;21;;;;;;;;;;;
3139200030;Provincie Gelderland;K381;Deventerweg - noordelijke aansluiting A1;V50031;52,2327710;6,1851860;TLC;31392;;7AA0001E;EE694838-023E-4528-9226-CAFE442724E8;30;Ja;VT450171;Dynniq;Dynniq;Dynniq;Nee;Ja;Ja;Ja;;
3139200032;Provincie Gelderland;K381_200;Deventerweg - noordelijke aansluiting A1;;52,2350250;6,1820110;Intersection;31392;32;;;32;;;;;;;;;;;
3139200040;Provincie Gelderland;537;Westervoortsedijk - N325;;51,9702900;5,9539470;TLC;31392;;7AA00028;0E95BC90-DF77-4915-A0D0-AD0E2AAC8F26;40;Ja;INVER2-722397;Onbekend;Dynniq;Onbekend;Nee;Ja;Ja;Ja;;
3139200050;Provincie Gelderland;539;Lange Water -  N325;;51,9765010;5,9635940;TLC;31392;;7AA00032;8116E543-35DC-4D01-95C6-1B6C919BC837;50;Ja;INVER2-722398;Onbekend;Dynniq;Onbekend;Nee;Ja;Ja;Ja;;
3139200060;Provincie Gelderland;534;Ing. Molsweg Noord -N325 ;;51,9573137;5,9304833;TLC;31392;;7AA0003C;477EB4D9-C402-493F-8166-A8152321E47F;60;Ja;KH16765;Ko Hartog;Onbekend;Ko Hartog;Ja;Ja;Nee;Nee;;
3139200070;Provincie Gelderland;535;Ing. Molsweg Zuid -N325 ;;51,9556340;5,9312878;TLC;31392;;7AA00046;7D6441A9-E49C-4D3C-93DE-D988F10052A6;70;Ja;KH16770;Ko Hartog;Onbekend;Ko Hartog;Ja;Ja;Nee;Nee;;
3139300010;Provincie Groningen;VR08;N370 - Metaallaan;KWC=xp03, TM=vri03, SYSTEM=GROXP03,12NC=9586 169 00640;53,2229340;6,5372330;TLC;31393;;7AA1000A;6A679FFB-FB66-4902-ABB1-15AD362C5691;10;Ja;V90064;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Ja;;
3139300011;Provincie Groningen;VR08-1;N370 - Metaallaan;;53,2228480;6,5376940;Intersection;31393;11;;;11;;;;;;;;;;;
3139300020;Provincie Groningen;VR07;N370 - Friesestraatweg;KWC=xp02, TM=vri02, SYSTEM=GROXP02,12NC=9586 169 00650;53,2202700;6,5397400;TLC;31393;;7AA10014;AB3BDC62-5FA9-4A22-97E7-34FFECF012D6;20;Ja;V90065;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Ja;;
3139300021;Provincie Groningen;VR07-1;N370 Westelijke Ringweg – Friesestraatweg;;53,2202650;6,5397500;Intersection;31393;21;;;21;;;;;;;;;;;
3139300030;Provincie Groningen;VR09;N370 - Pleiadenlaan;KWC=xp04, TM=vri04, SYSTEM=GROXP04,12NC=9586 169 00630;53,2268980;6,5340750;TLC;31393;;7AA1001E;5D6B8448-55B3-4828-8E57-5C7F1945521D;30;Ja;V90063;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Ja;;
3139300031;Provincie Groningen;VR09-1;N370 Westelijke Ringweg – Pleiadenlaan;;53,2269340;6,5340780;Intersection;31393;31;;;31;;;;;;;;;;;
3139300040;Provincie Groningen;VR10;N370 - Edelsteenlaan;KWC=xp05, TM=vri05, SYSTEM=GROXP05,12NC=9586 169 00620;53,2306490;6,5310500;TLC;31393;;7AA10028;2A0FFEF9-427F-4B74-B77B-695BBA171781;40;Ja;V90062;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Ja;;
3139300041;Provincie Groningen;VR10-1;N370 Westelijke Ringweg – Edelsteenlaan;;53,2306810;6,5310960;Intersection;31393;41;;;41;;;;;;;;;;;
3139300050;Provincie Groningen;VR11;N370 - Plataanlaan;KWC=xp06, TM=vri06;53,2336630;6,5285630;TLC;31393;;7AA10032;72D5464E-2893-4A05-BF6D-C1367589E185;50;Ja;V90584;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Ja;;
3139300051;Provincie Groningen;VR11-1;N370 Westelijke Ringweg – Plataanlaan;;53,2336770;6,5285850;Intersection;31393;51;;;51;;;;;;;;;;;
3139400010;Provincie Limburg;1904;Lanterdweg - Maasstraat;;51,2822360;6,0216700;TLC;31394;;7AA2000A;7BBF5C13-B181-489A-A1F5-A7C02F4EA8F1;10;Ja;;Dynniq;Dynniq;Dynniq;Nee;Ja;Ja;Nee;;
3139400011;Provincie Limburg;1904-1;Lanterdweg - Maasstraat;;51,2822310;6,0216970;Intersection;31394;11;;;11;Ja;;;;;;;;;;
3139400020;Provincie Limburg;1050-1;N271 - A77 op/afrit noord;;51,6688230;5,9876990;TLC;31394;;7AA20014;87079CF2-8C42-4A6A-A3FD-51789AD3A385;20;Ja;;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Nee;;
3139400021;Provincie Limburg;1050;N271 - A77 op/afrit noord;;51,6689990;5,9874150;Intersection;31394;21;;;21;;;;;;;;;;;
3139400030;Provincie Limburg;1060-1;N271 - A77 op/afrit zuid;;51,6656030;5,9872100;TLC;31394;;7AA2001E;FBBA86F4-A1A0-43D4-A2E8-4FFE88B4D6A4;30;Ja;;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Nee;;
3139400031;Provincie Limburg;1060;N271 - A77 op/afrit zuid;;51,6653250;5,9869200;Intersection;31394;31;;;31;;;;;;;;;;;
3139400040;Provincie Limburg;1070-1;N271 - De Grens;;51,6620340;5,9869710;TLC;31394;;7AA20028;7DEDA6A1-66E7-47CB-9434-4DE5B7336801;40;Ja;;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Nee;;
3139400041;Provincie Limburg;1070;N271 - De Grens;;51,6619170;5,9872970;Intersection;31394;41;;;41;;;;;;;;;;;
3139400050;Provincie Limburg;1092-1;N277 - Vredeweg;;51,5383790;5,8525590;TLC;31394;;7AA20032;469D10C1-1BB4-4AAF-84DF-A78ED28429C5;50;Ja;;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Nee;;
3139400051;Provincie Limburg;1092;N277 - Vredeweg;;51,5385860;5,8529280;Intersection;31394;51;;;51;;;;;;;;;;;
3139400060;Provincie Limburg;1096-1;N270 -A73 op/afrit west;;51,5203800;6,0009220;TLC;31394;;7AA2003C;ED40D3D6-5D9E-4B27-AA7D-ED6582DFFC9E;60;Ja;;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Nee;;
3139400061;Provincie Limburg;1096;N270 -A73 op/afrit west;;51,5205270;6,0011200;Intersection;31394;61;;;61;;;;;;;;;;;
3139400070;Provincie Limburg;1630-1;N281 - A76 op/afrit oost;;50,8343770;6,0097270;TLC;31394;;7AA20046;5EB1C98C-CFB3-4341-8B09-D989C77B1859;70;Ja;;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Nee;;
3139400071;Provincie Limburg;1630;N281 - A76 op/afrit oost;;50,8345850;6,0098130;Intersection;31394;71;;;71;;;;;;;;;;;
3139400080;Provincie Limburg;1631-1;N281 - A76 op/afrit west;;50,8333580;6,0075190;TLC;31394;;7AA20050;58416EF3-D8C4-4E8C-A194-BFFA54F7DEFC;80;Ja;;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Nee;;
3139400081;Provincie Limburg;1631;N281 - A76 op/afrit west;;50,8332550;6,0068940;Intersection;31394;81;;;81;;;;;;;;;;;
3139400090;Provincie Limburg;1640-1;N281 - Baneheiderweg;;50,8176980;5,9794830;TLC;31394;;7AA2005A;7C36D302-F28B-4C38-9A63-8FEB82F59B7F;90;Ja;;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Nee;;
3139400091;Provincie Limburg;1640;N281 - Baneheiderweg;;50,8178160;5,9796620;Intersection;31394;91;;;91;;;;;;;;;;;
3139400220;Provincie Limburg;1040-1;N271 - Hoofdstraat;;51,6849250;5,9754220;TLC;31394;;7AA200DC;0CA0DD5E-0183-474E-A770-454261381948;220;;;Dynniq;Dynniq;Dynniq;Ja;Ja;Ja;Nee;;
3139400221;Provincie Limburg;1040;N271 - Hoofdstraat;;51,6848110;5,9755430;Intersection;31394;221;;;221;;;;;;;;;;;
3139500010;Provincie Noord-Brabant;KP 905;N285 - Zeggelaan te Terheijden;;51,6505840;4,7608410;TLC;31395;;7AA3000A;3120D9B4-9DB6-4577-B736-4D592CEF8F02;10;Ja;FR940112;Vialis;Vialis;Vialis;Nee;Ja;Ja;Nee;;
3139500020;Provincie Noord-Brabant;KP 684;Aansluiting A2 - N617 Zuid;;51,6723930;5,3293270;TLC;31395;;7AA30014;C1556EED-18B0-4E79-899E-ED648E5F02F8;20;Ja;VT450322;Vialis;Vialis;Vialis;Nee;Ja;Ja;Nee;;
3139500030;Provincie Noord-Brabant;KP 685;Aansluiting A2 - N617 Noord;;51,6756270;5,3276320;TLC;31395;;7AA3001E;06FDF8E4-D143-4897-8AA9-47677542FCBC;30;Ja;VT450321;Vialis;Vialis;Vialis;Nee;Ja;Ja;Nee;;
3139500040;Provincie Noord-Brabant;KP 469;Aansluiting A2 - N279 west;;51,6756530;5,3275680;TLC;31395;;7AA30028;489D2617-C9CC-480C-A5CA-0CD4931C2C38;40;Ja;VT451448;Vialis;Vialis;Vialis;Nee;Ja;Ja;Nee;;
3139500050;Provincie Noord-Brabant;KP 467;Aansluiting A2 - N279 oost;;51,6723930;51,6723930;TLC;31395;;7AA30032;61DF2181-D331-49AA-AE13-6C3A63B74255;50;Ja;VT451447;Vialis;Vialis;Vialis;Nee;Ja;Ja;Nee;;
3139500060;Provincie Noord-Brabant;VRI356;N279 - Floralaan te Asten;;51,4165980;5,7610140;TLC;31395;;7AA3003C;FFF9D4E3-5AB6-42A6-8D63-714A4D5843CA;60;Ja;V90319;Dynniq;Dynniq;Dynniq;Ja;Ja;Nee;Nee;;
3139500070;Provincie Noord-Brabant;VRI357;Aansluiting A67-N279 Noord en Zuid te Asten;;51,4180370;5,7605520;TLC;31395;;7AA30046;E8AF181F-78F2-4103-82A7-D182F6C946BA;70;Ja;V90320;Dynniq;Dynniq;Dynniq;Ja;Ja;Nee;Nee;;
3139500080;Provincie Noord-Brabant;VRI358;N279 - Deurneseweg te Asten;;51,4192880;5,7611000;TLC;31395;;7AA30050;DF977744-FFF8-4B4D-B175-37393592F9D8;80;Ja;V90321;Dynniq;Dynniq;Dynniq;Ja;Ja;Nee;Nee;;
3139500090;Provincie Noord-Brabant;VRI408;N284 - Europalaan te Bladel;;51,3617440;5,2190830;TLC;31395;;7AA3005A;E58DDBEB-CBF4-4052-A058-A5B461D4C8C9;90;Ja;V20330;Dynniq;Dynniq;Dynniq;Ja;Ja;Nee;Nee;;
3139500100;Provincie Noord-Brabant;VRI409;N284 - Lange Trekken te Bladel;;51,3701140;5,2356170;TLC;31395;;7AA30064;F32992D2-F3AE-43F6-8414-2A424A1826ED;100;Ja;V20331;Dynniq;Dynniq;Dynniq;Ja;Ja;Nee;Nee;;
3139500110;Provincie Noord-Brabant;KP 590;N284 - Castersedijk Hapert;;51,3722070;5,2448600;TLC;31395;;7AA3006E;70A3C6A2-4ACD-46B9-8C34-D6F335BFEBC8;110;Ja;722735;Swarco;Dynniq;Swarco;Ja;Ja;Nee;Nee;;
